,v1,v2,no_punctuation,to_lowercase,word_tokens,stop_words,word_lemmatize,no_link,text_no_carac
1013,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,Just buy a pizza Meat lovers or supreme U get to pick,just buy a pizza meat lovers or supreme u get to pick,['just buy a pizza meat lovers or supreme u get to pick'],['just buy a pizza meat lovers or supreme u get to pick'],['just buy a pizza meat lovers or supreme u get to pick'],Just buy a pizza. Meat lovers or supreme. U get to pick.,just buy a pizza meat lovers or supreme u get to pick
1014,ham,"Ya, told..she was asking wats matter?",Ya toldshe was asking wats matter,ya toldshe was asking wats matter,"['ya toldshe ', 'as asking ', 'ats matter']","['ya toldshe ', 'as asking ', 'ats matter']","['ya toldshe ', 'as asking ', 'ats matter']","Ya, told..she was asking wats matter?",ya toldshe was asking wats matter
1015,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",Dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid,"['dearregret i cudnt pick calldrove do', 'n frm ctla no', ' at cochin homeleft mobile in carente style ishtamayoohappy bakrid']","['dearregret i cudnt pick calldrove do', 'n frm ctla no', ' at cochin homeleft mobile in carente style ishtamayoohappy bakrid']","['dearregret i cudnt pick calldrove do', 'n frm ctla no', ' at cochin homeleft mobile in carente style ishtamayoohappy bakrid']","Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid
1016,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ norm150ptone 16,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,"['free for 1st ', 'eek no1 nokia tone 4 ur mob every ', 'eek just txt nokia to 8007 get txting and tell ur mates ', 'getzedcouk pobox 36504 ', '45', 'q norm150ptone 16']","['free for 1st ', 'eek no1 nokia tone 4 ur mob every ', 'eek just txt nokia to 8007 get txting and tell ur mates ', 'getzedcouk pobox 36504 ', '45', 'q norm150ptone 16']","['free for 1st ', 'eek no1 nokia tone 4 ur mob every ', 'eek just txt nokia to 8007 get txting and tell ur mates ', 'getzedcouk pobox 36504 ', '45', 'q norm150ptone 16']",FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16
1017,ham,Shall i send that exe to your mail id.,Shall i send that exe to your mail id,shall i send that exe to your mail id,['shall i send that exe to your mail id'],['shall i send that exe to your mail id'],['shall i send that exe to your mail id'],Shall i send that exe to your mail id.,shall i send that exe to your mail id
1018,ham,Nope watching tv at home... Not going out. V bored...,Nope watching tv at home Not going out V bored,nope watching tv at home not going out v bored,"['nope ', 'atching tv at home not going out v bored']","['nope ', 'atching tv at home not going out v bored']","['nope ', 'atching tv at home not going out v bored']",Nope watching tv at home... Not going out. V bored...,nope watching tv at home not going out v bored
1019,ham,Don know..wait i will check it.,Don knowwait i will check it,don knowwait i will check it,"['don kno', 'ait i ', 'ill check it']","['don kno', 'ait i ', 'ill check it']","['don kno', 'ait i ', 'ill check it']",Don know..wait i will check it.,don knowwait i will check it
1020,ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",Good afternoon on this glorious anniversary day my sweet J  I hope this finds you happy and content my Prey I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers  You CougarPen,good afternoon on this glorious anniversary day my sweet j  i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers  you cougarpen,"['good afternoon on this glorious anniversary day my s', 'eet j  i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers  you cougarpen']","['good afternoon on this glorious anniversary day my s', 'eet j  i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers  you cougarpen']","['good afternoon on this glorious anniversary day my s', 'eet j  i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers  you cougarpen']","Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougarpen
1021,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,Guess what Somebody you know secretly fancies you Wanna find out who it is Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150pmin 18,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18,"['guess ', 'hat somebody you kno', ' secretly fancies you ', 'anna find out ', 'ho it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18']","['guess ', 'hat somebody you kno', ' secretly fancies you ', 'anna find out ', 'ho it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18']","['guess ', 'hat somebody you kno', ' secretly fancies you ', 'anna find out ', 'ho it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18']",Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18
1022,ham,We still on for tonight?,We still on for tonight,we still on for tonight,"['', 'e still on for tonight']","['', 'e still on for tonight']","['', 'e still on for tonight']",We still on for tonight?,we still on for tonight
1023,ham,May i call You later Pls,May i call You later Pls,may i call you later pls,['may i call you later pls'],['may i call you later pls'],['may i call you later pls'],May i call You later Pls,may i call you later pls
1024,ham,Hasn't that been the pattern recently crap weekends?,Hasnt that been the pattern recently crap weekends,hasnt that been the pattern recently crap weekends,"['hasnt that been the pattern recently crap ', 'eekends']","['hasnt that been the pattern recently crap ', 'eekends']","['hasnt that been the pattern recently crap ', 'eekends']",Hasn't that been the pattern recently crap weekends?,hasnt that been the pattern recently crap weekends
1025,ham,I have a sore throat. It's scratches when I talk,I have a sore throat Its scratches when I talk,i have a sore throat its scratches when i talk,"['i have a sore throat its scratches ', 'hen i talk']","['i have a sore throat its scratches ', 'hen i talk']","['i have a sore throat its scratches ', 'hen i talk']",I have a sore throat. It's scratches when I talk,i have a sore throat its scratches when i talk
1026,ham,Yes da. Any plm at ur office,Yes da Any plm at ur office,yes da any plm at ur office,['yes da any plm at ur office'],['yes da any plm at ur office'],['yes da any plm at ur office'],Yes da. Any plm at ur office,yes da any plm at ur office
1027,ham,Are you not around or just still asleep? :V,Are you not around or just still asleep V,are you not around or just still asleep v,['are you not around or just still asleep v'],['are you not around or just still asleep v'],['are you not around or just still asleep v'],Are you not around or just still asleep? :V,are you not around or just still asleep v
1028,ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",Lol you forgot it eh  Yes Ill bring it in babe,lol you forgot it eh  yes ill bring it in babe,['lol you forgot it eh  yes ill bring it in babe'],['lol you forgot it eh  yes ill bring it in babe'],['lol you forgot it eh  yes ill bring it in babe'],"Lol you forgot it eh ? Yes, I'll bring it in babe",lol you forgot it eh yes ill bring it in babe
1029,ham,"Its good, we'll find a way",Its good well find a way,its good well find a way,"['its good ', 'ell find a ', 'ay']","['its good ', 'ell find a ', 'ay']","['its good ', 'ell find a ', 'ay']","Its good, we'll find a way",its good well find a way
1030,ham,Can not use foreign stamps in this country. Good lecture .,Can not use foreign stamps in this country Good lecture ,can not use foreign stamps in this country good lecture ,['can not use foreign stamps in this country good lecture '],['can not use foreign stamps in this country good lecture '],['can not use foreign stamps in this country good lecture '],Can not use foreign stamps in this country. Good lecture .,can not use foreign stamps in this country good lecture 
1031,ham,Yup bathe liao...,Yup bathe liao,yup bathe liao,['yup bathe liao'],['yup bathe liao'],['yup bathe liao'],Yup bathe liao...,yup bathe liao
1032,ham,HAPPY NEW YEAR MY NO.1 MAN,HAPPY NEW YEAR MY NO1 MAN,happy new year my no1 man,"['happy ne', ' year my no1 man']","['happy ne', ' year my no1 man']","['happy ne', ' year my no1 man']",HAPPY NEW YEAR MY NO.1 MAN,happy new year my no1 man
